Category,description
negative,finnish electronics contract manufacturer scanfil report net sale of eur 58.9 mn in the second quarter of 2007 down from eur 62.4 mn a year earlier .
negative,finnish scanfil a contract manufacturer and system supplier for communication and industrial electronics report net sale of eur 108.7 mn in the first half of 2008 down from eur 111.1 mn a year earlier .
negative,finnish scanfil a system supplier and contract manufacturer to the communication sector and the electronics industry report net sale of eur 49.6 mn in the first quarter of 2009 which are only a per cent smaller than in the corresponding period in 2008 .
negative,consolidated operating profit from continuing operation decreased by 62.3 to eur 51.2 mn from eur 135.7 mn in 2007 .
negative,device volume in the area decreased by 21 to 2.7 mn unit .
negative,earnings per share ( eps ) in 2005 decreased to eur1 .87 from eur1 .89 in 2003 .
negative,finnair total traffic decreased by 8.7 in term of revenue passenger kilometre .
negative,finnish business software group affectogenimap oyj said it net profit halved to 1.2 mln euro ( $ 1.5 mln ) in the first nine month of 2006 from 2.2 mln euro ( $ 2.8 mln ) in the same period of 2005 .
negative,finnish metal product company componenta oyj net profit went slightly down to 25.1 mln euro ( $ 40.2 mln ) for the first half of 2008 from 25.4 mln euro ( $ 40.7 mln ) for the same period of 2007 .
negative,( adp news ) - feb 11 2009 - finnish wood product technology supplier raute oyj ( hel : rutav ) said today it net profit decreased to eur 4.7 million ( usd 6.1 m ) for 2008 from eur 6.6 million for 2007 .
negative,( adp news ) - feb 12 2009 - finnish construction company lemminkainen oyj ( hel : lem1s ) said today it net profit decreased to eur 63.5 million ( usd 81.1 m ) for 2008 from eur 80.6 million for 2007 .
negative,( adpnews ) - may 4 2010 - finnish cutlery and hand tool maker fiskars oyj abp ( hel : fisa ) said today it net profit declined to eur 12.9 million ( usd 17m ) in the first quarter of 2010 from eur 17 million in the correspond
negative,( adpnews ) - oct 21 2009 - finland-based it consultancy tieto oyj ( hel : tie1v ) said today it net profit plunged to eur 29.4 million ( usd 43.9 m ) for the first nine month of 2009 from eur 58.7 million for the same period o
negative,net profit fell by almost half to +â 5.5 million from +â 9.4 million at the end of 2007 .
negative,net profit in the three month through march 31 fell to ( x20ac ) 103 million ( u $ 165 million ) from ( x20ac ) 131 million a year earlier the finnish company said .
negative,net sale decreased to eur 220.5 mn from eur 470.0 mn in the corresponding period in 2009 .
negative,net sale decreased to eur 91.6 mn from eur 109mn in the corresponding period in 2005 .
negative,net sale fell by 33 from the third quarter of 2008 to eur 130.5 mn .
negative,operating profit fell to eur 6.2 mn from eur 8.5 mn in the third quarter of 2007 .
negative,orion net profit for the third quarter of 2007 decreased to 36.5 mln euro ( $ 52.1 mln ) from 40.3 mln euro ( $ 57.5 mln ) a year earlier .
negative,pretax profit decreased by 37 to eur 193.1 mn from eur 305.6 mn .
negative,pretax profit decreased to eur 33.8 mn from eur 40.8 mn in the fourth quarter of 2005 .
negative,the department store division sale fell by 8.6 to eur 140.2 mn .
negative,the group order portfolio decreased from eur 42.9 mn in 9-2007 to eur 33.3 mn in 2-2008 .
negative,export of good fell by 59 and import by 16.7 .
negative,however it market share shrank to 47.59 per cent from 48 per cent a year earlier .
negative,in food trade sale amounted to eur320 .1 m a decline of 1.1 .
negative,"in january-november 2009 the group sale totalled eur 7,801.7 mn which wa a drop of 12.6 from the same period of 2008 ."
